id,key,value,type
349376802,created,09/30/1999,gnis
349376802,feature_id,1567623,gnis
349376802,state_id,55,gnis
349376802,name,Hayes Bilingual School,regular
349380217,amenity,school,regular
349380217,ele,216,regular
349380217,county_id,079,gnis
349380217,created,08/29/1980,gnis
349380217,feature_id,1569250,gnis
349380217,state_id,55,gnis
349380217,name,McKinley School,regular
349383609,amenity,school,regular
349383609,ele,225,regular
349383609,county_id,079,gnis
349383609,created,09/30/1999,gnis
349383609,feature_id,1570111,gnis
349383609,state_id,55,gnis
349383609,name,West Allis Central High School,regular
349388243,amenity,school,regular
349388243,ele,204,regular
349388243,county_id,079,gnis
349388243,created,09/30/1999,gnis
349388243,feature_id,1572108,gnis
349388243,state_id,55,gnis
349388243,name,Rawson Elementary School,regular
349390527,amenity,school,regular
349390527,ele,211,regular
349390527,county_id,079,gnis
349390527,created,08/29/1980,gnis
349390527,feature_id,1572822,gnis
349390527,state_id,55,gnis
349390527,name,Saint Alexanders School,regular
349392482,amenity,school,regular
349392482,ele,219,regular
349392482,county_id,079,gnis
349392482,created,09/30/1999,gnis
349392482,feature_id,1573455,gnis
349392482,state_id,55,gnis
349392482,name,Saint Pauls Lutheran School,regular
349395541,amenity,school,regular
349395541,ele,207,regular
349395541,county_id,079,gnis
349395541,created,08/29/1980,gnis
349395541,edited,10/02/2006,gnis
349395541,feature_id,1575759,gnis
349395541,state_id,55,gnis
349395541,name,Gwen T. Jackson School,regular
349399692,amenity,school,regular
349399692,ele,206,regular
349399692,county_id,079,gnis
349399692,created,08/29/1980,gnis
349399692,feature_id,1576181,gnis
349399692,state_id,55,gnis
349399692,name,Walnut Street School,regular
349424440,amenity,school,regular
349424440,ele,203,regular
349424440,county_id,079,gnis
349424440,created,07/10/2000,gnis
349424440,feature_id,1876390,gnis
349424440,state_id,55,gnis
349424440,name,Holy Ghost School,regular
349424937,amenity,school,regular
349424937,ele,223,regular
349424937,county_id,079,gnis
349424937,created,07/10/2000,gnis
349424937,feature_id,1876521,gnis
349424937,state_id,55,gnis
349424937,name,Saint Catherine Grade School,regular
349426023,amenity,school,regular
349426023,ele,208,regular
349426023,county_id,079,gnis
349426023,created,07/10/2000,gnis
349426023,feature_id,1876085,gnis
349426023,state_id,55,gnis
349426023,name,Alverno Roman Catholic Elementary School,regular
349426843,city,Milwaukee,addr
349426843,housenumber,4601,addr
349426843,postcode,53225,addr
349426843,state,WI,addr
349426843,street,North 84th Street,addr
349426843,amenity,school,regular
349426843,ele,229,regular
349426843,county_id,079,gnis
349426843,created,09/25/2006,gnis
349426843,feature_id,2092672,gnis
349426843,state_id,55,gnis
349426843,name,Hmong American Peace Academy,regular
349426843,operator,MPS Charter,regular
349426843,source,+1-414-383-4944,regular
349426843,website,http://mps.milwaukee.k12.wi.us/Schools/Hmong-American-Peace-Acad.htm,regular
349428282,city,Milwaukee,addr
349428282,housenumber,8135,addr
349428282,postcode,53218,addr
349428282,state,WI,addr
349428282,street,West Florist Avenue,addr
349428282,amenity,school,regular
349428282,ele,226,regular
349428282,county_id,079,gnis
349428282,created,09/25/2006,gnis
349428282,feature_id,2093044,gnis
349428282,state_id,55,gnis
349428282,name,James Madison Academic Campus,regular
349428282,operator,Milwaukee Public Schools,regular
349428282,phone,+1-414-393-6100,regular
349428282,website,http://mps.milwaukee.k12.wi.us/Schools/Madison-Academic-HS.htm,regular
349429063,amenity,school,regular
349429063,ele,211,regular
349429063,county_id,079,gnis
349429063,created,07/10/2000,gnis
349429063,feature_id,1877105,gnis
349429063,state_id,55,gnis
349429063,name,Walter Memorial Lutheran School,regular
349466659,amenity,grave_yard,regular
349466659,ele,218,regular
349466659,county_id,079,gnis
349466659,created,08/29/1980,gnis
349466659,feature_id,1565698,gnis
349466659,state_id,55,gnis
349466659,name,Graceland Cemetery,regular
349513580,amenity,grave_yard,regular
349513580,ele,243,regular
349513580,county_id,133,gnis
349513580,created,11/01/2006,gnis
349513580,edited,12/18/2006,gnis
349513580,feature_id,2096454,gnis
349513580,state_id,55,gnis
349513580,name,Saint Anthony Cemetery,regular
349538223,amenity,post_office,regular
349538223,ele,230,regular
349538223,county_id,079,gnis
349538223,created,07/10/2000,gnis
349538223,feature_id,1877133,gnis
349538223,state_id,55,gnis
349538223,name,Western Station Milwaukee Post Office,regular
353870264,ele,179,regular
353870264,county_id,079,gnis
353870264,created,08/29/1980,gnis
353870264,feature_id,1561331,gnis
353870264,state_id,55,gnis
353870264,leisure,park,regular
353870264,name,Bayview Park,regular
353888856,ele,231,regular
353888856,county_id,079,gnis
353888856,created,08/29/1980,gnis
353888856,feature_id,1568882,gnis
353888856,state_id,55,gnis
353888856,leisure,park,regular
353888856,name,Madison Park,regular
353892495,ele,199,regular
353892495,county_id,079,gnis
353892495,created,08/01/1994,gnis
353892495,feature_id,1582417,gnis
353892495,state_id,55,gnis
353892495,name,WMWK-FM (Milwaukee),regular
354529766,ele,243,regular
354529766,county_id,133,gnis
354529766,created,08/31/1999,gnis
354529766,feature_id,1850374,gnis
354529766,state_id,55,gnis
354529766,leisure,park,regular
354529766,name,Kurth Park,regular
354530213,ele,222,regular
354530213,county_id,079,gnis
354530213,created,07/10/2000,gnis
354530213,feature_id,1876401,gnis
354530213,state_id,55,gnis
354530213,leisure,park,regular
354530213,name,Honey Creek Park,regular
354533051,ele,199,regular
354533051,county_id,079,gnis
354533051,created,04/18/2007,gnis
354533051,feature_id,2118462,gnis
354533051,state_id,55,gnis
354533051,leisure,park,regular
354533051,name,Burnham Park,regular
354533372,ele,198,regular
354533372,county_id,079,gnis
354533372,created,04/18/2007,gnis
354533372,feature_id,2119247,gnis
354533372,state_id,55,gnis
354533372,leisure,park,regular
354533372,name,Village Park,regular
364000936,highway,motorway_junction,regular
364000936,ref,1D,regular
367808386,housenumber,8901,addr
367808386,postcode,53222,addr
367808386,state,WI,addr
367808386,street,West Capitol Drive,addr
367808386,building,yes,regular
367808386,ele,238,regular
367808386,county_name,Milwaukee,gnis
367808386,feature_id,1572815,gnis
367808386,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367808386,reviewed,no,gnis
367808386,name,Saint Aemillian Home,regular
367808386,source,USGS Geonames,regular
367808664,city,Milwaukee,addr
367808664,housenumber,100,addr
367808664,postcode,53204,addr
367808664,state,WI,addr
367808664,street,West Virginia Street,addr
367808664,amenity,fire_station,regular
367808664,ele,180,regular
367808664,county_name,Milwaukee,gnis
367808664,feature_id,1876267,gnis
367808664,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367808664,reviewed,no,gnis
367808664,name,Fire Station 3,regular
367808664,operator,Milwaukee Fire Department,regular
367808664,source,http://city.milwaukee.gov/LOCATEAFIREHOUSE.htm#.V_n8IfkrJGE,regular
367808886,state,WI,addr
367808886,amenity,library,regular
367808886,ele,226,regular
367808886,county_name,Milwaukee,gnis
367808886,feature_id,1877126,gnis
367808886,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367808886,reviewed,no,gnis
367808886,name,West Allis Public Library,regular
367808886,source,USGS Geonames,regular
367810808,state,WI,addr
367810808,building,yes,regular
367810808,ele,210,regular
367810808,county_name,Milwaukee,gnis
367810808,feature_id,1876127,gnis
367810808,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367810808,reviewed,no,gnis
367810808,name,Bohemian Hall,regular
367810808,source,USGS Geonames,regular
367811068,state,WI,addr
367811068,building,yes,regular
367811068,ele,198,regular
367811068,county_name,Milwaukee,gnis
367811068,feature_id,1877137,gnis
367811068,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367811068,reviewed,no,gnis
367811068,source,USGS Geonames,regular
367811271,state,WI,addr
367811271,ele,213,regular
367811271,county_name,Milwaukee,gnis
367811271,feature_id,1876368,gnis
367811271,import_uuid,57871b70-0100-4405-bb30-88b2e001a944,gnis
367811271,reviewed,no,gnis
367811271,name,Hillcrest Nursing Home,regular
367811271,source,USGS Geonames,regular
368088359,highway,traffic_signals,regular
458918157,highway,motorway_junction,regular
458918157,ref,5A-B,regular
474564834,railway,level_crossing,regular
479371106,highway,traffic_signals,regular
496702232,power,tower,regular
496704746,power,tower,regular
496706623,power,tower,regular
496708523,power,tower,regular
496709737,power,tower,regular
496711891,power,tower,regular
496712614,power,tower,regular
573374681,housenumber,5595,addr
573374681,street,North Port Washington Avenue,addr
573374681,amenity,restaurant,regular
573374681,name,Panera,regular
573374681,opening_hours,Mo-Sa 06:00-20:30; Su 07:00-19:00,regular
582805435,highway,traffic_signals,regular
582805458,highway,traffic_signals,regular
582812006,crossing,zebra,regular
582812006,highway,crossing,regular
613062426,highway,traffic_signals,regular
613063116,highway,traffic_signals,regular
613063171,highway,traffic_signals,regular
613620801,highway,turning_circle,regular
618299626,highway,motorway_junction,regular
618299626,noref,yes,regular
625083191,highway,traffic_signals,regular
632081537,highway,traffic_signals,regular
640342893,highway,turning_circle,regular
640445146,highway,motorway_junction,regular
640445146,ref,5B,regular
659627420,highway,traffic_signals,regular
659628848,highway,traffic_signals,regular
659629194,highway,traffic_signals,regular
659629688,highway,traffic_signals,regular
660933438,power,tower,regular
660933487,power,tower,regular
662711482,power,tower,regular
662711502,power,tower,regular
662711522,power,tower,regular
662711584,power,tower,regular
672281822,railway,level_crossing,regular
672758188,city,Milwaukee,addr
672758188,country,US,addr
672758188,housenumber,151,addr
672758188,postcode,53202,addr
672758188,state,WI,addr
672758188,street,North Water Street,addr
672758188,email,moda1@moda-salon.com,contact
672758188,phone,+1-414-291-3900,contact
672758188,website,http://www.moda-salon.com,contact
672758188,entrance,main,regular
672758188,name,Moda Salon,regular
672758188,shop,hairdresser,regular
674527235,aeroway,gate,regular
674527235,ref,67,regular
675236303,power,tower,regular
675237325,power,tower,regular
675246381,power,tower,regular
675249457,power,tower,regular
675249522,power,tower,regular
677723892,aeroway,gate,regular
677723892,gate,45,regular
677773256,aeroway,gate,regular
677773256,ref,19,regular
678833960,ref,Continental Express,regular
678984895,name,128th Air Refueling Wing/Wisconsin Air National Guard,regular
679336281,access,private,regular
679336281,amenity,parking_entrance,regular
679336281,name,Enter,regular
683762399,highway,bus_stop,regular
683762399,route_ref,10,regular
686039840,highway,bus_stop,regular
686039840,route_ref,10,regular
687159280,highway,bus_stop,regular
687159280,route_ref,10,regular
687159280,shelter,no,regular
687160850,highway,bus_stop,regular
687160850,route_ref,60,regular
687160850,shelter,yes,regular
698115935,highway,bus_stop,regular
698115935,route_ref,30,regular
698115935,shelter,yes,regular
698277873,railway,buffer_stop,regular
702993796,highway,bus_stop,regular
702993796,route_ref,10,regular
702993796,shelter,no,regular
708737402,highway,bus_stop,regular
708737402,route_ref,80,regular
708737402,shelter,no,regular
708737774,highway,bus_stop,regular
708737774,route_ref,80,regular
708737774,shelter,yes,regular
779269560,highway,traffic_signals,regular
803090151,amenity,toilets,regular
803098606,amenity,restaurant,regular
803098606,name,Depot Snack Shop,regular
803112855,amenity,toilets,regular
803871033,railway,level_crossing,regular
803927025,leisure,picnic_table,regular
803927025,name,Little Oak Picnic Area,regular
824795398,amenity,pub,regular
824795398,phone,+1 414 271 2337,contact
824795398,website,http://milwaukee.millertimepubandgrill.com,contact
824795398,cuisine,american,regular
824795398,entrance,main,regular
824795398,floor,1,regular
824795398,name,Miller Time Pub and Grill,regular
824795398,opening_hours,11:00+,regular
824795398,operator,Marcus Corporation,regular
824795398,website,www.millertimepub.com,regular
827517434,access,customers,regular
827517434,suite,500,addr
827517434,amenity,cafe,regular
827517434,phone,+1 414 221 9099,contact
827517434,website,http://www.starbucks.com/store/15073/us/east-ogden-north-jefferson/544-east-ogden-avenue-ste-500-milwaukee-wi,contact
827517434,entrance,main,regular
827517434,name,Starbucks Coffee,regular
827517434,opening_hours,Mo-Fr 05:00-22:00; Sa 05:30-20:00; Su 06:00-22:00,regular
827517434,wifi,free,regular
830477761,highway,traffic_signals,regular
876609536,name,Trader Joe's,regular
876609536,shop,supermarket,regular
876636313,amenity,restaurant,regular
876636313,cuisine,american,regular
876636313,name,Applebee's,regular
876665981,natural,tree,regular
876666001,natural,tree,regular
876666272,natural,tree,regular
890977307,power,tower,regular
972492115,highway,traffic_signals,regular
1005438568,power,tower,regular
1008003405,highway,traffic_signals,regular
1042131062,access,customers,regular
1042131062,phone,+1 414 273 8349,contact
1042131062,entrance,main,regular
1042131062,name,AT&T Spring Mobile,regular
1042131062,opening_hours,Mo-Sa 09:00-20:00; Su 10:00-19:00,regular
1042131062,shop,mobile_phone,regular
1042418156,access,customers,regular
1042418156,entrance,main,regular
1077869177,access,customers,regular
1077869177,city,Milwaukee,addr
1077869177,housenumber,1422,addr
1077869177,postcode,53202,addr
1077869177,street,East Brady Street,addr
1077869177,entrance,main,regular
1082831134,highway,traffic_signals,regular
1082968081,railway,level_crossing,regular
1099028850,barrier,gate,regular
1099047203,tourism,picnic_site,regular
1112688393,man_made,water_tower,regular
1121303249,railway,level_crossing,regular
1148871652,highway,crossing,regular
1153832703,highway,turning_circle,regular
1157145104,city,Milwaukee,addr
1157145104,country,US,addr
1157145104,housenumber,311,addr
1157145104,postcode,53202,addr
1157145104,state,WI,addr
1157145104,street,East Wisconsin Avenue,addr
1157145104,amenity,restaurant,regular
1157145104,phone,+1 414 225 0033,contact
1157145104,cuisine,american,regular
1157145104,entrance,main,regular
1157145104,name,311 Restaurant,regular
1157145104,opening_hours,"Su-Sa 00:00-02:00, 11:00-14:00, 17:00-23:59",regular
1157290656,noexit,yes,regular
1163077317,amenity,telephone,regular
1171656274,amenity,fast_food,regular
1171656274,entrance,main,regular
1171656274,name,Pizza Hut,regular
1174352697,highway,traffic_signals,regular
1174352697,note,WIS 24 eastern terminus,regular
1174390079,highway,turning_circle,regular
1174482540,highway,turning_circle,regular
1178820881,highway,turning_circle,regular
1205475875,highway,crossing,regular
1205480113,man_made,surveillance,regular
1205480113,support,wall_mounted,regular
1205480113,surveillance,outdoor,regular
1205480113,type,camera,surveillance
1209565086,highway,turning_circle,regular
1209646015,highway,turning_circle,regular
1209923684,highway,traffic_signals,regular
1217104731,highway,turning_circle,regular
1223943527,highway,traffic_signals,regular
1224495224,highway,turning_circle,regular
1226406020,highway,crossing,regular
1228947981,name,Boston Store,regular
1228947981,shop,department_store,regular
1228966172,name,Talbots,regular
1228966172,shop,clothes,regular
1233264347,highway,traffic_signals,regular
1233264367,highway,traffic_signals,regular
1233856034,highway,turning_circle,regular
1235096517,highway,traffic_signals,regular
1235096517,source,Bing,regular
1235100071,highway,traffic_signals,regular
1235227372,highway,traffic_signals,regular
1238174275,crossing,uncontrolled,regular
1238174275,highway,crossing,regular
1238298546,highway,crossing,regular
1239456704,amenity,bank,regular
1239456704,atm,yes,regular
1239456704,phone,+1 414 270 7800,contact
1239456704,website,https://apps.pnc.com/locator/#/result-details/00304071/411-wisconsin,contact
1239456704,entrance,main,regular
1239456704,name,PNC Bank,regular
1239456704,opening_hours,Mo-Th 09:00-17:00; Fr 09:00-18:00,regular
1269975724,entrance,yes,regular
1271772263,emergency,phone,regular
1271772263,operator,Marquette University Department of Public Safety,regular
1272810789,emergency,phone,regular
1272810789,man_made,surveillance,regular
1272810789,operator,Marquette University Department of Public Safety,regular
1272829802,amenity,school,regular
1272829802,name,CrossTrainers Academy,regular
1274087872,emergency,phone,regular
1274087872,operator,Marquette University Department of Public Safety,regular
1274107763,emergency,phone,regular
1274107763,man_made,surveillance,regular
1274107763,operator,Marquette University Department of Public Safety,regular
1276731393,power,tower,regular
1276761012,power,tower,regular
1281344067,amenity,pharmacy,regular
1281344067,name,Walgreen's,regular
1286192256,highway,turning_circle,regular
1286192256,source,Bing,regular
1294033584,city,Milwaukee,addr
1294033584,housenumber,2008,addr
1294033584,postcode,53202,addr
1294033584,street,North Farwell Avenue,addr
1294033584,amenity,cafe,regular
1294033584,name,Brewing Grounds For Change,regular
1294033584,phone,(414) 273-9777,regular
1294033584,wheelchair,yes,regular
1296800481,railway,level_crossing,regular
1301270693,access,customers,regular
1301270693,suite,400,addr
1301270693,phone,+1 414 278 8420,contact
1301270693,website,http://stores.sallybeauty.com/wi/milwaukee/beauty-supply-milwaukee-wi-1739.html,contact
1301270693,entrance,main,regular
1301270693,name,Sally Beauty Supply,regular
1301270693,opening_hours,Mo-Sa 09:00-21:00; Su 11:00-17:00,regular
1301270693,shop,chemist,regular
1301676860,noexit,yes,regular
1307359220,noexit,yes,regular
1307372825,amenity,bicycle_parking,regular
1307372825,covered,no,regular
1312406334,amenity,bicycle_parking,regular
1312406334,capacity,18,regular
1316880049,highway,stop,regular
1316880086,highway,stop,regular
1318463265,amenity,theatre,regular
1318463265,entrance,main,regular
1318463265,name,Cabot Theatre,regular
1318463265,seats,358,regular
1318463265,wheelchair,yes,regular
1325958089,access,private,regular
1325958089,entrance,yes,regular
1325958089,wheelchair,yes,regular
1335055207,amenity,toilets,regular
1339372473,railway,level_crossing,regular
1347501619,railway,level_crossing,regular
1356010985,amenity,shelter,regular
1361212448,highway,traffic_signals,regular
1485433682,highway,stop,regular
1573521148,amenity,fuel,regular
1626305536,city,Greendale,addr
1626305536,country,US,addr
1626305536,housenumber,6230,addr
1626305536,postcode,53129,addr
1626305536,state,WI,addr
1626305536,street,South 51st Street,addr
1626305536,building,entrance,regular
1642736778,railway,level_crossing,regular
1646350663,FIXME:ref,verify,regular
1646350663,highway,motorway_junction,regular
1646350663,name,Mitchell Interchange,regular
1646350663,ref,10A-B,regular
1646350663,left,10B,ref
1646350663,right,10A,ref
1686900668,power,tower,regular
1686900713,power,tower,regular
1740518851,amenity,pub,regular
1740518851,email,countyclareinnandpub@gmail.com,contact
1740518851,phone,+1 414 272 5273,contact
1740518851,website,http://countyclare-inn.com/irish-pub/,contact
1740518851,cuisine,irish,regular
1740518851,name,County Clare Irish Pub,regular
1740518851,opening_hours,Mo 15:00-00:00; Tu-Th 15:00-01:00; Fr 15:00-02:00; Sa 09:00-02:00; Su 09:00-00:00,regular
1816099756,postcode,53233,addr
1816099756,street,West Wells Street,addr
1816099756,amenity,fast_food,regular
1816099756,cuisine,american,regular
1816099756,name,Real Chili,regular
1816099756,source,local_knowledge,regular
1850813605,highway,turning_circle,regular
1850813605,source,Bing,regular
1869450136,power,switch,regular
1869450185,power,switch,regular
1869450226,power,tower,regular
1869450270,power,tower,regular
1870282214,power,tower,regular
1870282234,power,tower,regular
1870282274,power,tower,regular
1870282303,power,tower,regular
1870282323,power,tower,regular
1870282343,power,tower,regular
1870282363,power,transformer,regular
1870282363,voltage-high,230000,regular
1870282363,voltage-low,138000,regular
1870282428,power,tower,regular
1870282450,power,tower,regular
1870282470,power,tower,regular
1870282510,power,tower,regular
1870282633,power,tower,regular
1870282679,power,tower,regular
1870282760,power,tower,regular
1889057652,highway,traffic_signals,regular
1905811231,name,LensCrafters,regular
1905811231,shop,optician,regular
1907751099,barrier,gate,regular
1928286838,country,US,addr
1928286838,housenumber,2102,addr
1928286838,postcode,53212,addr
1928286838,state,WI,addr
1928286838,street,North Commerce Street,addr
1928286908,country,US,addr
1928286908,housenumber,2102,addr
1928286908,postcode,53212,addr
1928286908,state,WI,addr
1928286908,street,North Commerce Street,addr
1928410178,amenity,parking_entrance,regular
1928410178,parking,underground,regular
1929389531,beacon_lateral:category,starboard,seamark
1929389531,beacon_lateral:colour,red,seamark
1929389531,beacon_lateral:shape,tower,seamark
1929389531,beacon_lateral:system,iala-b,seamark
1929389531,light:character,Fl,seamark
1929389531,light:colour,red,seamark
1929389531,light:height,35,seamark
1929389531,light:period,4,seamark
1929389531,light:range,4,seamark
1929389531,type,beacon_lateral,seamark
1933588189,access,private,regular
1933588189,city,Milwaukee,addr
1933588189,housenumber,1831,addr
1933588189,postcode,53212,addr
1933588189,street,North Riverwalk Way,addr
1933588189,entrance,main,regular
1936257236,access,customers,regular
1936257236,city,Milwaukee,addr
1936257236,housenumber,932,addr
1936257236,postcode,53202,addr
1936257236,street,East Brady Street,addr
1936257236,amenity,restaurant,regular
1936257236,email,thainamiterestaurant@gmail.com,contact
1936257236,phone,+1 414 837 6280,contact
1936257236,delivery,yes,regular
1936257236,entrance,main,regular
1936257236,level,0,regular
1936257236,name,Thai-namite,regular
1936257236,opening_hours,Su-Th 11:00-21:30; Fr-Sa 11:00-22:00,regular
1936257236,outdoor_seating,yes,regular
1936257236,takeaway,yes,regular
1936257236,website,http://www.thai-namite.com/,regular
2017654156,barrier,gate,regular
2023285038,highway,turning_circle,regular
2052365966,city,Brown Deer,addr
2052365966,housenumber,9140,addr
2052365966,postcode,53209,addr
2052365966,street,North Green Bay Road,addr
2052365966,name,h.h. gregg,regular
2052365966,phone,414-410-1090,regular
2052365966,shop,electronics,regular
2052365966,website,http://www.hhgregg.com/,regular
2103445496,emergency,fire_hydrant,regular
2103445516,emergency,fire_hydrant,regular
2121073355,power,tower,regular
2121073420,power,tower,regular
2160507824,power,tower,regular
2160507844,power,tower,regular
2163568228,power,substation,regular
2343736340,housenumber,2326,addr
2343736340,postcode,53215,addr
2343736340,street,West Lincoln Avenue,addr
2343736340,name,Chuck Heinz's Diamond Motors,regular
2343736340,shop,car,regular
2343736340,source,local knowledge,regular
2346849367,highway,turning_circle,regular
2378529523,highway,turning_circle,regular
2400927567,highway,turning_circle,regular
2401549793,highway,turning_circle,regular
2406548791,amenity,veterinary,regular
2406556439,shop,car_repair,regular
2406562671,amenity,fuel,regular
2406851498,amenity,fuel,regular
2417827304,power,tower,regular
2417954796,power,tower,regular
